age,city,is_paris,months_since_inscription,language,dark_mode,font_accessibility,subscription_type,is_renewed,nb_interventions_total,nb_services_domicile,nb_services_medical,nb_services_online,nb_services_sante,nb_services_loisirs,nb_services_tourisme,nb_services_emploi,nb_services_cours,nb_orders_shop,avg_grade_given,total_spent,nb_quotes_requested,nb_quotes_accepted,next_service_type
69,Créteil,1,26,fr,0,2,annual_standard,0,5,1,1,0,0,3,0,2,0,4,4.6,1281.56,0,0,Loisirs & Sorties
61,Paris 17e,1,32,fr,0,1,annual_standard,0,11,1,1,3,0,2,1,1,6,0,4.4,1378.45,2,2,Cours & Formation
61,Lyon,0,47,fr,0,2,monthly_renewal,1,13,2,1,3,1,8,1,1,1,2,3.9,1037.92,3,3,Loisirs & Sorties
87,Paris 13e,1,6,fr,1,0,monthly_standard,0,4,1,1,0,2,1,0,0,0,0,4.2,353.02,1,0,Santé & Bien-être
77,Paris 13e,1,50,fr,0,1,annual_renewal,1,33,13,13,3,2,2,2,2,2,1,3.0,2246.91,5,5,Services à domicile
69,Nice,0,29,fr,0,0,annual_standard,0,11,2,3,2,1,5,1,1,1,0,4.6,1039.94,1,0,Loisirs & Sorties
66,Paris 18e,1,40,fr,1,2,annual_renewal,1,13,2,3,2,1,1,1,1,8,4,4.7,2057.07,4,1,Cours & Formation
69,Marseille,0,15,fr,1,0,annual_renewal,1,8,2,2,1,0,5,0,0,0,0,4.1,425.05,2,0,Loisirs & Sorties
80,Paris 11e,1,47,fr,0,0,monthly_renewal,1,27,12,8,2,4,1,1,1,1,2,4.6,1955.07,8,7,Shopping
62,Paris 17e,1,59,en,1,2,monthly_renewal,1,10,1,1,4,6,2,1,1,0,1,3.8,892.15,3,2,Santé & Bien-être
75,Rouen,0,32,fr,0,2,annual_standard,0,13,6,5,1,1,8,1,0,1,5,3.4,1446.56,3,2,Loisirs & Sorties
60,Rouen,0,56,fr,1,2,annual_renewal,1,21,2,3,8,1,3,2,12,1,4,4.9,2169.14,3,3,Emploi Seniors
61,Créteil,1,23,fr,1,0,monthly_standard,0,4,0,0,1,0,1,0,0,3,2,3.9,353.03,0,0,Cours & Formation
62,Rouen,0,19,en,1,2,annual_standard,0,3,0,0,1,0,1,0,0,0,0,3.2,353.15,1,1,Services à domicile
61,Paris 11e,1,46,fr,0,2,monthly_standard,0,15,1,1,4,1,9,2,0,1,3,4.5,1560.37,2,2,Loisirs & Sorties
72,Nice,0,60,de,0,2,annual_renewal,1,23,4,4,4,1,17,1,1,1,8,3.4,3557.83,3,1,Loisirs & Sorties
71,Nice,0,14,fr,0,0,monthly_standard,0,1,0,0,0,0,0,0,0,1,1,4.6,264.93,0,0,Cours & Formation
64,Fontainebleau,0,35,es,0,0,monthly_renewal,1,12,1,1,3,1,6,1,1,1,2,4.1,1013.65,4,2,Loisirs & Sorties
67,Paris 18e,1,3,es,0,0,annual_standard,0,0,0,0,0,0,0,0,0,0,0,4.3,0.0,1,0,Services à domicile
66,Nice,0,57,it,0,2,annual_renewal,1,23,5,5,4,1,1,15,1,1,3,3.8,2877.1,7,1,Tourisme
67,Paris 17e,1,9,it,1,0,monthly_standard,0,3,0,0,0,0,3,0,0,0,0,5.0,389.44,1,0,Loisirs & Sorties
77,Nice,0,12,fr,0,2,monthly_standard,0,3,1,1,0,0,0,2,1,0,3,4.4,352.53,0,0,Tourisme
69,Paris 13e,1,1,de,0,0,monthly_renewal,1,0,0,0,0,0,0,0,0,0,0,3.9,0.0,1,1,Shopping
64,Rouen,0,3,fr,0,0,annual_standard,0,1,0,0,0,0,1,0,0,0,1,4.5,135.51,1,0,Loisirs & Sorties
71,Bordeaux,0,24,fr,0,0,monthly_standard,0,3,0,0,0,3,0,0,0,0,1,3.9,511.81,1,1,Santé & Bien-être
63,Nice,0,30,en,1,2,annual_renewal,1,12,2,1,3,0,8,1,1,0,1,3.6,1099.71,3,3,Loisirs & Sorties
63,Paris 18e,1,27,fr,0,0,monthly_renewal,1,5,0,0,1,0,1,0,4,0,4,3.8,957.43,0,0,Emploi Seniors
80,Paris 18e,1,16,fr,0,0,annual_standard,0,4,2,1,0,2,0,0,0,0,1,3.6,370.07,0,0,Santé & Bien-être
75,Paris 18e,1,45,fr,0,0,monthly_renewal,1,17,8,6,1,1,1,11,1,1,4,4.8,1584.88,3,2,Tourisme
84,Créteil,1,22,fr,0,0,annual_renewal,1,11,4,3,1,4,1,1,1,1,1,4.4,1205.25,1,1,Santé & Bien-être
94,Paris 17e,1,29,fr,0,0,monthly_standard,0,15,6,4,1,2,0,1,1,1,4,4.3,1985.52,3,1,Services à domicile
77,Bordeaux,0,44,fr,0,1,annual_renewal,1,15,7,5,1,1,1,10,1,1,5,3.5,1240.15,2,2,Tourisme
78,Marseille,0,43,en,0,1,annual_renewal,1,16,7,6,1,1,1,1,1,1,0,3.6,833.69,5,5,Shopping
62,Marseille,0,41,en,1,0,monthly_renewal,1,13,2,1,3,1,8,1,1,1,3,3.7,2051.47,3,3,Loisirs & Sorties
93,Paris 11e,1,52,fr,1,0,monthly_standard,0,26,13,7,3,4,1,1,1,1,1,4.0,2944.53,5,2,Services à domicile
67,Paris 18e,1,19,fr,1,2,monthly_renewal,1,15,4,3,3,1,0,1,1,1,2,3.4,1088.67,4,4,Shopping
75,Paris 13e,1,56,en,0,1,annual_renewal,1,26,11,10,2,16,0,2,2,2,0,4.2,2340.77,5,1,Santé & Bien-être
68,Créteil,1,28,it,1,1,monthly_standard,0,7,1,1,1,0,7,0,0,0,0,4.5,532.87,2,2,Loisirs & Sorties
93,Paris 11e,1,48,es,0,0,annual_renewal,1,18,8,6,1,2,1,1,1,1,1,4.8,2479.52,6,0,Services à domicile
67,Bordeaux,0,6,fr,0,1,monthly_standard,0,1,0,0,0,0,0,0,0,0,0,3.3,99.01,0,0,Services à domicile
69,Rouen,0,19,fr,1,1,monthly_standard,0,10,2,2,2,6,1,0,1,0,2,3.8,1092.59,1,1,Santé & Bien-être
70,Montreuil,1,14,fr,0,0,monthly_standard,0,3,0,0,0,0,3,0,0,0,1,4.8,493.13,1,0,Loisirs & Sorties
94,Paris 17e,1,60,es,1,0,annual_renewal,1,24,10,7,2,4,1,1,1,1,2,4.8,2365.94,8,7,Shopping
65,Marseille,0,15,fr,1,1,annual_renewal,1,2,0,0,0,0,1,0,0,0,2,4.3,299.98,1,1,Shopping
62,Montreuil,1,3,fr,0,0,monthly_renewal,1,2,0,0,0,0,1,0,0,0,0,3.0,84.91,0,0,Shopping
74,Marseille,0,16,fr,1,0,monthly_standard,0,10,2,2,1,0,6,1,1,1,1,3.8,1421.93,1,0,Loisirs & Sorties
60,Paris 17e,1,24,fr,1,0,annual_standard,0,14,2,2,5,1,2,1,1,0,3,4.6,1994.02,4,2,Shopping
90,Paris 18e,1,47,fr,0,1,monthly_renewal,1,23,8,9,2,14,1,1,1,2,3,4.5,2658.88,5,2,Santé & Bien-être
94,Créteil,1,59,en,0,1,annual_renewal,1,30,14,9,3,4,1,3,1,16,2,4.8,2900.6,7,3,Cours & Formation
78,Bordeaux,0,20,fr,0,2,annual_renewal,1,11,4,3,1,1,7,0,1,0,1,3.8,715.18,1,0,Loisirs & Sorties
67,Paris 13e,1,50,it,0,0,annual_standard,0,11,2,2,2,1,0,0,1,1,1,4.7,1750.54,2,2,Shopping
76,Creil,0,53,es,1,1,annual_renewal,1,9,3,3,0,6,1,0,1,1,7,4.4,877.24,3,2,Santé & Bien-être
65,Bordeaux,0,59,fr,0,1,annual_renewal,1,16,3,3,2,1,2,1,1,1,4,4.4,2359.32,4,4,Shopping
66,Bordeaux,0,26,fr,0,1,annual_standard,0,6,1,1,1,0,0,0,2,0,1,3.2,927.93,2,2,Services à domicile
65,Paris 11e,1,22,fr,0,0,annual_standard,0,9,2,2,2,0,3,1,0,0,3,4.4,766.7,2,2,Shopping
87,Montreuil,1,33,de,1,0,annual_renewal,1,16,8,6,1,10,1,1,0,1,1,3.3,1229.65,5,2,Santé & Bien-être
79,Marseille,0,38,en,0,0,annual_renewal,1,7,2,2,0,0,0,0,2,5,3,4.8,887.57,2,1,Cours & Formation
95,Paris 11e,1,41,en,0,0,annual_renewal,1,18,9,6,1,3,1,1,1,9,0,4.8,1495.12,5,1,Cours & Formation
75,Paris 11e,1,38,fr,0,1,annual_standard,0,19,7,6,1,1,1,1,1,1,0,4.7,1794.53,4,0,Services à domicile
89,Créteil,1,10,en,1,1,monthly_standard,0,4,1,1,0,2,1,0,0,0,0,4.6,406.45,0,0,Santé & Bien-être
85,Paris 11e,1,55,fr,0,1,annual_renewal,1,34,17,13,3,3,18,2,2,2,7,4.8,4182.84,11,4,Loisirs & Sorties
68,Fontainebleau,0,28,it,0,2,annual_standard,0,4,1,0,0,0,3,0,0,0,0,3.6,297.31,0,0,Loisirs & Sorties
62,Créteil,1,39,fr,1,1,monthly_renewal,1,8,1,1,3,0,5,1,2,0,3,4.1,825.53,2,0,Loisirs & Sorties
91,Montreuil,1,13,fr,0,0,monthly_standard,0,5,1,1,0,1,0,0,0,1,2,3.4,850.26,1,0,Services à domicile
65,Lyon,0,15,fr,0,2,annual_renewal,1,4,1,0,0,0,1,1,0,2,0,4.9,480.18,1,1,Cours & Formation
91,Paris 11e,1,48,fr,0,0,annual_renewal,1,15,5,4,1,2,1,1,1,1,0,4.5,1275.06,3,3,Services à domicile
71,Paris 18e,1,51,fr,0,2,annual_renewal,1,25,6,6,5,16,1,1,1,4,1,4.5,1556.24,5,1,Santé & Bien-être
62,Creil,0,20,fr,1,2,monthly_renewal,1,5,0,0,1,1,1,0,3,0,1,3.6,390.24,1,1,Emploi Seniors
80,Bordeaux,0,47,fr,1,0,monthly_renewal,1,11,5,3,0,2,1,1,1,4,1,4.5,946.61,3,1,Cours & Formation
63,Nice,0,14,en,1,0,monthly_standard,0,3,0,0,1,0,2,0,0,0,1,4.9,540.42,0,0,Loisirs & Sorties
92,Paris 11e,1,24,fr,0,0,monthly_renewal,1,11,5,3,1,2,3,1,1,1,1,4.8,827.4,2,0,Loisirs & Sorties
63,Montreuil,1,53,fr,0,1,monthly_renewal,1,13,2,2,5,1,1,8,1,0,1,5.0,1563.22,2,2,Tourisme
63,Fontainebleau,0,2,it,0,1,monthly_renewal,1,0,0,0,0,0,0,0,0,0,0,3.7,0.0,0,0,Tourisme
66,Creil,0,59,en,1,0,monthly_renewal,1,9,2,2,1,6,0,1,1,0,3,4.3,1160.46,1,0,Santé & Bien-être
72,Bordeaux,0,20,fr,0,0,monthly_renewal,1,8,2,2,1,3,0,5,0,0,3,3.3,1095.06,2,0,Tourisme
62,Marseille,0,36,fr,0,0,annual_renewal,1,10,1,1,3,0,2,8,0,0,2,4.1,1844.78,2,2,Tourisme
93,Paris 17e,1,56,fr,0,0,monthly_standard,0,30,12,8,2,4,16,3,1,1,6,4.9,4485.82,5,5,Loisirs & Sorties
80,Montreuil,1,23,fr,1,1,annual_standard,0,10,4,3,0,1,0,0,0,0,0,4.0,381.35,3,0,Services à domicile
86,Paris 18e,1,14,es,0,1,annual_renewal,1,5,1,2,0,3,0,0,0,0,3,3.5,865.66,0,0,Santé & Bien-être
73,Bordeaux,0,24,fr,0,2,annual_renewal,1,1,0,0,0,0,0,0,0,0,0,3.7,419.75,1,1,Services à domicile
82,Créteil,1,1,fr,0,0,monthly_standard,0,0,0,0,0,0,0,0,0,0,0,3.9,0.0,0,0,Santé & Bien-être
93,Paris 18e,1,40,fr,0,0,annual_renewal,1,14,5,5,1,2,6,1,1,1,3,4.1,640.99,4,1,Loisirs & Sorties
93,Créteil,1,38,en,1,2,annual_renewal,1,17,6,6,1,11,1,1,0,1,0,4.0,1057.07,5,1,Santé & Bien-être
67,Lyon,0,40,fr,0,0,annual_standard,0,11,2,2,1,0,0,7,1,1,1,3.8,750.17,1,1,Tourisme
66,Fontainebleau,0,11,fr,0,0,annual_standard,0,1,0,0,0,0,0,0,0,1,0,4.0,178.29,1,0,Cours & Formation
77,Nice,0,3,fr,0,0,monthly_standard,0,0,0,0,0,0,0,0,0,0,0,4.3,0.0,0,0,Tourisme
80,Fontainebleau,0,11,fr,1,2,annual_standard,0,1,0,0,0,0,0,0,0,1,1,3.5,51.42,0,0,Cours & Formation
91,Créteil,1,34,fr,1,0,annual_renewal,1,18,6,6,1,3,1,1,1,9,1,3.5,1638.38,4,4,Cours & Formation
75,Lyon,0,2,fr,0,0,monthly_standard,0,0,0,0,0,0,0,0,0,0,0,4.2,0.0,1,1,Services à domicile
76,Fontainebleau,0,12,fr,0,1,monthly_standard,0,0,0,0,0,0,0,0,0,0,3,3.6,409.14,0,0,Santé & Bien-être
94,Paris 11e,1,31,fr,0,1,monthly_renewal,1,9,4,3,0,1,0,2,0,5,3,4.3,730.07,3,2,Cours & Formation
89,Créteil,1,17,de,0,0,monthly_renewal,1,7,3,2,0,1,0,2,0,0,0,4.2,659.02,1,0,Services à domicile
64,Créteil,1,9,fr,0,0,monthly_standard,0,2,0,0,0,0,1,0,0,0,3,4.1,510.41,1,0,Loisirs & Sorties
64,Paris 18e,1,55,fr,0,0,monthly_renewal,1,17,2,2,6,1,10,2,1,1,0,4.0,1206.31,2,2,Loisirs & Sorties
78,Montreuil,1,46,fr,1,0,annual_renewal,1,18,8,6,2,1,1,1,1,12,3,3.9,1457.45,3,1,Cours & Formation
66,Paris 18e,1,24,fr,0,0,annual_renewal,1,6,1,1,0,0,4,0,0,2,1,4.7,490.24,2,1,Loisirs & Sorties
62,Créteil,1,59,fr,0,0,annual_renewal,1,14,2,2,4,1,2,1,1,1,3,4.5,1214.03,2,2,Shopping
63,Créteil,1,49,fr,0,2,annual_renewal,1,14,2,2,5,0,9,1,1,1,6,4.5,1750.42,3,2,Loisirs & Sorties
93,Paris 18e,1,12,fr,1,0,monthly_standard,0,6,2,2,0,4,1,0,0,0,1,4.1,527.92,2,0,Santé & Bien-être
80,Paris 11e,1,8,fr,0,1,annual_standard,0,2,0,0,0,0,0,1,0,0,0,3.7,170.3,0,0,Services à domicile
67,Créteil,1,44,fr,0,0,monthly_renewal,1,18,4,4,4,1,1,1,1,12,3,3.6,1298.97,5,1,Cours & Formation
70,Lyon,0,3,fr,0,0,annual_standard,0,2,0,0,0,0,0,1,1,0,0,3.4,199.75,1,1,Tourisme
85,Paris 17e,1,17,fr,1,0,monthly_standard,0,2,0,0,0,0,0,0,1,0,1,3.5,383.22,0,0,Services à domicile
92,Paris 17e,1,15,fr,0,0,annual_renewal,1,4,1,1,0,2,0,0,0,1,0,4.3,363.01,0,0,Santé & Bien-être
77,Rouen,0,22,es,0,0,annual_standard,0,7,3,2,0,0,0,0,2,5,1,4.6,587.37,1,0,Cours & Formation
65,Créteil,1,13,fr,0,1,monthly_renewal,1,4,0,1,0,0,2,0,0,0,0,4.9,420.08,0,0,Shopping
60,Paris 18e,1,47,fr,1,1,monthly_standard,0,8,0,1,2,0,1,1,0,6,0,3.1,1255.91,2,0,Cours & Formation
77,Montreuil,1,42,fr,0,2,monthly_renewal,1,11,4,3,1,1,7,1,0,1,2,4.3,638.02,3,1,Loisirs & Sorties
85,Paris 18e,1,32,it,0,0,annual_standard,0,14,6,5,1,2,1,1,1,6,0,3.4,1278.68,2,1,Cours & Formation
95,Paris 17e,1,35,fr,0,0,annual_renewal,1,15,6,5,1,9,1,0,1,1,3,3.0,1350.3,2,0,Santé & Bien-être
75,Paris 18e,1,40,de,0,0,monthly_renewal,1,24,10,7,2,1,1,3,1,1,5,3.0,2176.72,5,0,Services à domicile
70,Nice,0,44,fr,0,1,monthly_renewal,1,10,2,2,2,1,6,0,1,1,1,4.4,993.21,1,0,Loisirs & Sorties
77,Paris 17e,1,53,fr,0,0,annual_renewal,1,31,15,10,2,20,2,2,2,2,3,3.3,4107.37,10,4,Santé & Bien-être
67,Paris 18e,1,53,fr,0,0,annual_renewal,1,19,4,5,3,12,1,1,1,2,4,3.7,2075.06,4,4,Santé & Bien-être
66,Fontainebleau,0,15,fr,1,0,monthly_standard,0,7,1,1,1,0,5,0,2,0,0,4.4,550.42,1,1,Loisirs & Sorties
61,Paris 18e,1,47,fr,0,0,annual_renewal,1,16,2,2,4,1,10,2,1,0,1,4.9,1635.13,4,0,Loisirs & Sorties
76,Paris 13e,1,17,it,0,0,monthly_standard,0,14,5,5,1,8,1,1,1,1,2,3.8,966.13,4,2,Santé & Bien-être
66,Nice,0,29,fr,0,1,annual_renewal,1,4,0,1,0,0,0,4,0,0,1,3.1,434.65,1,0,Tourisme
63,Creil,0,54,en,1,1,annual_renewal,1,13,1,1,4,1,2,1,1,7,2,3.7,989.49,2,1,Cours & Formation
92,Paris 13e,1,47,fr,0,0,annual_standard,0,21,9,8,2,13,1,1,1,1,1,4.7,1230.19,3,0,Santé & Bien-être
89,Créteil,1,59,fr,0,2,monthly_standard,0,24,11,7,2,15,2,1,1,1,3,3.6,1625.74,4,1,Santé & Bien-être
90,Paris 13e,1,44,fr,0,1,monthly_renewal,1,22,8,7,1,14,1,1,1,1,4,4.7,1326.73,3,2,Santé & Bien-être
60,Nice,0,27,fr,0,1,monthly_renewal,1,7,0,0,2,0,1,1,0,1,0,3.1,906.13,2,1,Shopping
95,Montreuil,1,53,en,1,1,annual_renewal,1,17,8,4,1,11,1,1,1,1,3,4.1,2114.28,3,1,Santé & Bien-être
66,Paris 18e,1,31,fr,0,0,annual_standard,0,13,2,3,2,1,7,1,1,1,2,4.5,1252.46,3,3,Loisirs & Sorties
75,Fontainebleau,0,26,en,0,0,annual_standard,0,3,1,1,0,0,0,0,1,2,3,4.9,942.46,0,0,Cours & Formation
95,Créteil,1,34,fr,0,0,monthly_renewal,1,16,6,5,1,1,1,1,1,1,1,3.7,1248.27,4,3,Services à domicile
74,Paris 17e,1,57,it,0,0,monthly_renewal,1,25,5,7,4,1,1,1,4,1,5,4.6,2993.17,8,3,Services à domicile
67,Paris 17e,1,32,fr,1,0,monthly_renewal,1,5,1,1,1,2,0,0,0,0,1,4.1,401.67,0,0,Services à domicile
69,Paris 13e,1,36,fr,0,1,annual_standard,0,12,3,2,1,1,6,1,1,1,3,4.5,1342.38,4,4,Loisirs & Sorties
68,Rouen,0,23,de,0,1,monthly_standard,0,10,2,2,1,1,1,1,0,5,1,4.1,785.71,2,1,Cours & Formation
77,Creil,0,51,fr,0,1,annual_renewal,1,17,6,5,1,1,1,1,1,1,3,4.5,1646.11,3,2,Services à domicile
66,Rouen,0,42,fr,0,1,annual_renewal,1,10,2,2,2,1,1,0,6,1,4,3.5,1023.36,3,3,Emploi Seniors
70,Créteil,1,53,fr,0,0,monthly_renewal,1,15,3,3,3,1,10,1,0,1,2,4.2,2390.71,2,0,Loisirs & Sorties
68,Créteil,1,24,fr,0,0,monthly_renewal,1,9,2,2,1,0,0,6,1,0,1,3.3,1159.46,2,1,Tourisme
67,Paris 18e,1,47,en,0,0,annual_standard,0,9,2,2,1,0,0,1,1,6,3,5.0,1297.0,2,1,Cours & Formation
83,Paris 17e,1,33,fr,0,0,annual_renewal,1,15,6,6,1,9,1,1,1,0,0,4.3,1531.08,5,0,Santé & Bien-être
70,Nice,0,9,fr,0,2,monthly_standard,0,3,0,0,0,0,0,0,0,2,0,3.4,351.03,1,0,Cours & Formation
68,Fontainebleau,0,42,fr,0,0,monthly_renewal,1,14,3,3,2,1,8,1,1,1,2,5.0,1848.94,3,0,Loisirs & Sorties
78,Creil,0,24,de,0,0,annual_standard,0,8,3,2,0,0,0,5,3,0,3,4.0,1190.62,1,0,Tourisme
62,Montreuil,1,4,de,0,0,annual_standard,0,1,0,0,0,0,0,0,0,1,0,4.6,129.99,1,0,Cours & Formation
79,Paris 13e,1,48,fr,0,0,annual_standard,0,18,6,6,1,1,1,1,1,1,6,3.4,2106.31,6,4,Services à domicile
71,Montreuil,1,51,fr,1,2,monthly_renewal,1,19,5,4,4,1,1,12,1,1,1,3.2,1592.94,3,1,Tourisme
94,Paris 13e,1,56,fr,0,0,monthly_renewal,1,21,10,6,2,13,1,1,1,1,3,3.9,2120.87,7,5,Santé & Bien-être
63,Nice,0,33,en,0,0,monthly_renewal,1,3,0,0,1,0,2,0,0,1,0,4.5,484.53,1,0,Loisirs & Sorties
76,Rouen,0,43,fr,0,1,annual_renewal,1,6,2,1,0,0,0,0,0,0,4,4.5,1284.14,2,0,Services à domicile
89,Paris 11e,1,18,es,0,0,annual_standard,0,11,5,3,1,2,1,1,1,1,1,4.5,1377.7,2,2,Services à domicile
71,Rouen,0,33,fr,1,1,monthly_standard,0,4,1,0,0,0,0,1,0,3,0,3.2,386.19,0,0,Cours & Formation
85,Paris 13e,1,5,fr,1,2,annual_standard,0,1,0,0,0,0,0,0,0,0,0,4.3,94.03,1,0,Services à domicile
67,Paris 13e,1,23,fr,0,1,monthly_renewal,1,9,2,2,1,0,1,0,1,5,0,3.8,1124.74,2,2,Cours & Formation
62,Marseille,0,4,fr,0,1,monthly_renewal,1,1,0,0,0,0,1,0,0,0,0,4.8,126.58,0,0,Loisirs & Sorties
67,Creil,0,28,en,0,0,annual_standard,0,8,1,2,1,0,5,0,0,3,3,3.9,1148.76,1,0,Loisirs & Sorties
92,Paris 13e,1,6,fr,0,1,monthly_standard,0,2,0,0,0,1,0,0,0,1,0,4.7,254.17,0,0,Santé & Bien-être
80,Paris 17e,1,56,fr,0,0,annual_renewal,1,24,12,7,2,3,1,1,1,1,1,4.2,2832.08,6,2,Services à domicile
78,Nice,0,42,es,0,0,annual_renewal,1,19,7,7,1,12,1,1,1,1,4,3.8,1130.9,6,1,Santé & Bien-être
78,Rouen,0,26,en,0,1,monthly_renewal,1,7,3,2,0,0,0,0,7,0,2,3.5,993.11,2,2,Emploi Seniors
95,Paris 13e,1,53,es,0,0,monthly_renewal,1,17,6,5,1,2,1,1,9,1,5,4.6,2193.16,2,0,Emploi Seniors
85,Créteil,1,18,fr,0,1,annual_renewal,1,6,2,1,0,1,0,0,1,0,1,4.1,657.52,1,0,Services à domicile
62,Fontainebleau,0,30,fr,0,1,monthly_standard,0,6,1,1,2,0,2,1,0,3,0,4.0,1112.56,2,1,Cours & Formation
88,Paris 11e,1,56,es,0,1,monthly_renewal,1,35,14,12,3,22,2,2,2,2,3,4.4,3948.52,8,7,Santé & Bien-être
60,Nice,0,34,fr,1,0,annual_standard,0,7,1,1,2,0,5,1,0,0,0,4.5,812.38,1,1,Loisirs & Sorties
63,Montreuil,1,45,fr,0,0,annual_standard,0,13,2,2,5,7,2,0,1,1,1,3.9,1061.0,3,1,Santé & Bien-être
67,Creil,0,3,fr,0,1,annual_standard,0,0,0,0,0,0,0,0,0,0,0,4.5,0.0,1,1,Loisirs & Sorties
66,Paris 11e,1,26,fr,0,0,annual_renewal,1,7,1,1,1,0,0,0,2,5,3,4.3,654.8,1,0,Cours & Formation
63,Creil,0,1,fr,0,0,annual_renewal,1,0,0,0,0,0,0,0,0,0,0,4.1,0.0,0,0,Services à domicile
62,Bordeaux,0,44,fr,0,0,monthly_renewal,1,23,3,3,7,13,3,2,1,1,2,3.3,2250.24,4,2,Santé & Bien-être
66,Rouen,0,15,es,0,1,monthly_standard,0,5,1,1,0,0,5,0,0,0,1,3.4,733.35,0,0,Loisirs & Sorties
77,Créteil,1,21,fr,0,1,annual_standard,0,8,3,2,0,0,8,0,0,0,4,3.4,1484.03,1,0,Loisirs & Sorties
70,Créteil,1,49,fr,0,0,annual_standard,0,8,1,1,1,0,0,0,0,5,2,4.5,953.3,1,0,Cours & Formation
70,Montreuil,1,22,fr,0,0,monthly_renewal,1,7,1,1,1,0,5,0,2,0,0,3.8,722.55,1,1,Loisirs & Sorties
85,Paris 13e,1,55,fr,0,1,monthly_standard,0,24,11,9,2,3,13,1,2,1,2,4.2,1634.2,5,3,Loisirs & Sorties
66,Lyon,0,40,en,1,0,annual_renewal,1,20,4,5,3,1,13,1,2,1,3,4.6,2966.46,4,3,Loisirs & Sorties
66,Creil,0,9,fr,0,0,annual_standard,0,0,0,0,0,0,0,0,0,0,0,4.4,143.2,0,0,Tourisme
70,Rouen,0,19,fr,1,0,monthly_renewal,1,8,1,1,1,3,5,0,0,0,4,4.1,937.58,1,0,Loisirs & Sorties
64,Paris 18e,1,4,fr,0,1,monthly_renewal,1,0,0,0,0,0,0,0,0,0,0,3.7,0.0,1,1,Loisirs & Sorties
73,Fontainebleau,0,27,fr,1,0,annual_renewal,1,5,1,1,0,0,2,0,0,0,4,4.8,890.66,0,0,Services à domicile
88,Créteil,1,41,fr,0,0,annual_renewal,1,29,13,10,2,4,1,1,1,3,3,3.7,1913.77,9,4,Services à domicile
68,Creil,0,2,fr,0,0,monthly_standard,0,1,0,0,0,0,0,0,0,0,0,4.9,76.41,0,0,Shopping
77,Fontainebleau,0,29,fr,0,1,monthly_renewal,1,10,4,3,1,0,1,1,1,1,5,4.3,1518.7,2,1,Shopping
73,Fontainebleau,0,21,fr,1,0,monthly_standard,0,10,2,2,2,1,1,1,0,5,1,3.6,888.67,2,0,Cours & Formation
80,Marseille,0,36,fr,0,0,monthly_standard,0,5,2,1,0,1,0,0,0,0,2,3.6,660.07,1,1,Services à domicile
69,Montreuil,1,39,fr,0,0,annual_renewal,1,15,3,3,2,1,1,1,1,0,0,4.6,1106.94,4,0,Services à domicile
70,Paris 17e,1,23,fr,1,1,annual_standard,0,15,4,3,2,1,10,1,1,0,3,4.3,1865.65,4,3,Loisirs & Sorties
64,Paris 13e,1,48,fr,0,0,annual_renewal,1,24,3,4,9,1,4,2,2,13,1,3.5,2660.17,4,3,Cours & Formation
67,Créteil,1,5,it,0,0,annual_standard,0,2,0,0,0,0,0,1,0,0,0,3.9,269.58,0,0,Tourisme
61,Rouen,0,18,fr,1,1,monthly_standard,0,4,0,0,1,0,2,0,0,0,1,3.7,528.48,0,0,Shopping
62,Lyon,0,2,fr,0,0,annual_standard,0,0,0,0,0,0,0,0,0,0,0,3.6,0.0,1,0,Santé & Bien-être
75,Paris 13e,1,46,fr,0,0,annual_renewal,1,23,11,8,2,1,1,1,1,1,2,3.4,1140.26,5,5,Services à domicile
75,Montreuil,1,27,en,0,1,annual_renewal,1,17,8,5,1,1,1,11,1,1,0,3.6,656.54,2,1,Tourisme
69,Paris 13e,1,55,fr,1,1,annual_renewal,1,33,7,8,5,2,2,2,2,2,4,4.5,2514.77,6,5,Services à domicile
61,Marseille,0,6,fr,0,2,annual_standard,0,2,0,0,0,0,1,0,0,0,0,4.3,107.96,1,0,Loisirs & Sorties
91,Paris 18e,1,53,fr,0,1,annual_standard,0,34,17,9,3,5,18,2,0,2,10,3.8,3692.67,6,3,Loisirs & Sorties
64,Lyon,0,30,it,0,0,annual_renewal,1,3,0,0,1,2,1,0,0,0,0,4.5,222.66,0,0,Santé & Bien-être
71,Nice,0,30,fr,0,0,annual_standard,0,4,1,1,0,0,0,0,0,1,2,3.4,816.05,1,1,Services à domicile
71,Bordeaux,0,10,en,1,0,monthly_standard,0,1,0,0,0,0,0,1,0,0,1,3.8,209.36,0,0,Tourisme
78,Paris 17e,1,46,en,0,0,monthly_renewal,1,20,9,6,1,1,13,1,1,2,7,4.8,2542.0,6,0,Loisirs & Sorties
60,Bordeaux,0,37,fr,0,1,annual_standard,0,11,1,1,3,1,5,1,1,1,1,4.2,1111.06,3,2,Loisirs & Sorties
74,Marseille,0,30,fr,0,1,monthly_standard,0,4,1,1,0,0,0,0,3,1,0,3.7,241.72,1,0,Emploi Seniors
89,Montreuil,1,9,fr,0,1,monthly_standard,0,4,1,1,0,1,2,0,0,0,3,4.0,217.05,0,0,Loisirs & Sorties
71,Bordeaux,0,13,en,0,0,monthly_renewal,1,0,0,0,0,0,0,0,0,0,0,3.7,113.0,1,0,Cours & Formation
77,Paris 17e,1,4,fr,0,0,annual_standard,0,2,0,0,0,0,0,0,0,0,0,3.7,197.0,1,1,Services à domicile
